,지점,지점명,일시,평균기온(℃),평균최고기온(℃),최고기온(℃),최고기온일자,평균최저기온(℃),최저기온(℃),최저기온일자
1482,156,광주,1997-11,10.8,16.2,24.2,1997-11-11,6.2,-1.9,1997-11-19
1483,156,광주,1997-12,4.1,9.0,16.7,1997-12-20,0.1,-6.6,1997-12-04
1484,156,광주,1998-01,1.6,5.9,12.0,1998-01-17,-2.0,-9.3,1998-01-25
1485,156,광주,1998-02,5.5,11.0,20.9,1998-02-13,1.0,-4.8,1998-02-11
1486,156,광주,1998-03,8.1,14.4,22.7,1998-03-29,2.8,-2.8,1998-03-02
1487,156,광주,1998-04,16.3,22.0,29.1,1998-04-29,11.7,2.3,1998-04-03
1488,156,광주,1998-05,19.0,24.5,31.2,1998-05-21,14.2,10.1,1998-05-31
1489,156,광주,1998-06,21.5,25.7,30.9,1998-06-29,18.3,13.9,1998-06-02
1490,156,광주,1998-07,25.8,29.7,32.5,1998-07-06,22.9,20.4,1998-07-22
1491,156,광주,1998-08,26.2,30.2,33.9,1998-08-07,23.2,19.1,1998-08-28
1492,156,광주,1998-09,23.4,28.4,33.7,1998-09-19,19.5,15.0,1998-09-17
1493,156,광주,1998-10,17.9,23.4,28.2,1998-10-02,13.4,8.4,1998-10-21
1494,156,광주,1998-11,9.7,15.7,23.7,1998-11-14,4.5,-1.2,1998-11-29
1495,156,광주,1998-12,4.4,10.3,16.6,1998-12-18,-0.6,-5.2,1998-12-12
1496,156,광주,1999-01,1.9,6.8,13.8,1999-01-24,-2.3,-8.8,1999-01-09
1497,156,광주,1999-02,3.0,7.9,15.3,1999-02-25,-1.4,-8.4,1999-02-04
1498,156,광주,1999-03,8.3,13.6,20.2,1999-03-13,2.9,-3.1,1999-03-22
1499,156,광주,1999-04,14.1,20.7,27.9,1999-04-18,8.4,1.4,1999-04-07
1500,156,광주,1999-05,18.0,24.3,28.7,1999-05-30,12.5,6.9,1999-05-06
1501,156,광주,1999-06,23.3,28.7,34.3,1999-06-14,18.7,16.2,1999-06-08
1502,156,광주,1999-07,25.0,29.1,33.8,1999-07-25,21.9,17.7,1999-07-12
1503,156,광주,1999-08,25.7,29.6,33.6,1999-08-11,22.5,17.7,1999-08-22
1504,156,광주,1999-09,23.8,28.1,32.6,1999-09-13,20.4,13.2,1999-09-26
1505,156,광주,1999-10,15.4,20.7,27.6,1999-10-01,10.7,2.8,1999-10-17
1506,156,광주,1999-11,9.6,14.9,20.9,1999-11-23,5.1,-0.2,1999-11-27
1507,156,광주,1999-12,3.1,8.0,14.3,1999-12-03,-1.1,-8.5,1999-12-21
1508,156,광주,2000-01,1.0,5.3,15.3,2000-01-05,-2.6,-8.8,2000-01-28
1509,156,광주,2000-02,0.6,5.6,12.4,2000-02-13,-3.6,-7.6,2000-02-10
1510,156,광주,2000-03,6.9,13.8,20.3,2000-03-27,1.0,-4.9,2000-03-01
1511,156,광주,2000-04,12.6,19.6,25.4,2000-04-29,6.5,-0.5,2000-04-08
1512,156,광주,2000-05,17.8,24.5,33.9,2000-05-25,12.1,5.8,2000-05-07
1513,156,광주,2000-06,22.5,27.8,32.7,2000-06-19,18.5,13.6,2000-06-13
1514,156,광주,2000-07,26.5,30.9,34.3,2000-07-28,23.3,20.3,2000-07-10
1515,156,광주,2000-08,26.3,30.9,33.9,2000-08-12,22.8,18.7,2000-08-23
1516,156,광주,2000-09,20.4,25.1,30.6,2000-09-02,16.7,11.0,2000-09-19
1517,156,광주,2000-10,15.9,21.6,28.1,2000-10-07,11.2,4.5,2000-10-31
1518,156,광주,2000-11,8.4,14.2,22.1,2000-11-06,3.5,-3.0,2000-11-22
1519,156,광주,2000-12,3.2,9.0,16.7,2000-12-09,-1.8,-6.6,2000-12-12
1520,156,광주,2001-01,0.1,4.8,11.4,2001-01-08,-3.7,-12.5,2001-01-15
1521,156,광주,2001-02,2.4,8.2,17.5,2001-02-22,-2.3,-7.7,2001-02-17
1522,156,광주,2001-03,6.3,12.6,23.5,2001-03-24,1.2,-5.5,2001-03-09
1523,156,광주,2001-04,13.4,21.2,28.3,2001-04-09,6.7,-1.3,2001-04-01
1524,156,광주,2001-05,19.2,25.3,31.0,2001-05-29,14.3,8.4,2001-05-13
1525,156,광주,2001-06,22.4,27.1,33.7,2001-06-07,18.7,13.4,2001-06-01
1526,156,광주,2001-07,26.3,30.7,34.8,2001-07-25,23.0,19.4,2001-07-19
1527,156,광주,2001-08,26.3,31.1,35.0,2001-08-06,22.5,17.5,2001-08-31
1528,156,광주,2001-09,22.3,28.2,32.2,2001-09-07,17.6,12.1,2001-09-23
1529,156,광주,2001-10,16.6,22.3,27.0,2001-10-08,12.2,6.9,2001-10-18
1530,156,광주,2001-11,8.0,14.2,19.3,2001-11-01,3.0,-0.1,2001-11-27
1531,156,광주,2001-12,2.5,7.1,14.5,2001-12-11,-1.0,-5.7,2001-12-31
1532,156,광주,2002-01,2.9,7.4,16.5,2002-01-15,-0.8,-7.5,2002-01-03
1533,156,광주,2002-02,3.4,9.7,14.9,2002-02-28,-1.7,-6.3,2002-02-20
1534,156,광주,2002-03,8.7,15.5,22.8,2002-03-20,2.9,-3.1,2002-03-08
1535,156,광주,2002-04,14.4,20.5,27.8,2002-04-21,8.9,4.2,2002-04-19
1536,156,광주,2002-05,18.1,23.6,28.9,2002-05-21,13.4,11.1,2002-05-02
1537,156,광주,2002-06,22.5,28.3,33.5,2002-06-06,17.8,14.9,2002-06-24
1538,156,광주,2002-07,25.4,29.7,35.3,2002-07-25,22.4,19.5,2002-07-09
1539,156,광주,2002-08,24.7,28.4,33.9,2002-08-29,22.2,19.5,2002-08-14
1540,156,광주,2002-09,21.5,27.2,32.8,2002-09-04,17.2,12.6,2002-09-24
1541,156,광주,2002-10,14.5,20.6,28.3,2002-10-17,9.5,1.0,2002-10-30
1542,156,광주,2002-11,6.3,11.6,20.8,2002-11-11,1.5,-3.3,2002-11-19
1543,156,광주,2002-12,4.0,8.9,16.0,2002-12-04,0.0,-5.5,2002-12-14
1544,156,광주,2003-01,-0.5,4.2,12.7,2003-01-17,-4.4,-10.3,2003-01-06
1545,156,광주,2003-02,3.8,9.2,14.8,2003-02-27,-0.5,-6.8,2003-02-02
1546,156,광주,2003-03,7.1,12.6,21.0,2003-03-30,2.4,-4.3,2003-03-04
1547,156,광주,2003-04,13.8,19.2,26.8,2003-04-17,9.3,4.5,2003-04-06
1548,156,광주,2003-05,19.1,24.6,28.8,2003-05-28,14.2,8.0,2003-05-01
1549,156,광주,2003-06,21.6,26.1,30.0,2003-06-08,17.8,12.9,2003-06-05
1550,156,광주,2003-07,23.0,26.4,31.3,2003-07-25,20.5,17.5,2003-07-14
1551,156,광주,2003-08,24.3,28.1,31.9,2003-08-22,21.2,17.9,2003-08-15
1552,156,광주,2003-09,22.0,26.7,31.5,2003-09-04,18.1,12.8,2003-09-23
1553,156,광주,2003-10,14.7,20.4,27.0,2003-10-10,9.7,3.7,2003-10-24
1554,156,광주,2003-11,11.0,15.7,23.0,2003-11-06,6.8,-1.9,2003-11-23
1555,156,광주,2003-12,3.1,7.3,15.8,2003-12-05,-0.6,-6.8,2003-12-21
1556,156,광주,2004-01,0.0,5.1,10.3,2004-01-05,-3.8,-11.7,2004-01-23
1557,156,광주,2004-02,3.9,9.9,21.1,2004-02-20,-1.1,-6.5,2004-02-10
1558,156,광주,2004-03,7.7,14.1,22.3,2004-03-29,2.1,-5.1,2004-03-07
1559,156,광주,2004-04,13.7,20.5,28.6,2004-04-21,7.2,0.4,2004-04-05
1560,156,광주,2004-05,18.2,23.4,29.1,2004-05-29,13.6,8.4,2004-05-04
1561,156,광주,2004-06,22.6,27.7,32.4,2004-06-05,18.4,11.4,2004-06-01
1562,156,광주,2004-07,26.1,30.4,35.2,2004-07-23,23.0,19.1,2004-07-05
1563,156,광주,2004-08,26.3,31.3,34.7,2004-08-12,22.6,19.0,2004-08-31
1564,156,광주,2004-09,22.0,26.8,30.7,2004-09-05,18.7,12.8,2004-09-22
1565,156,광주,2004-10,15.9,22.0,26.5,2004-10-08,10.6,4.2,2004-10-27
1566,156,광주,2004-11,10.2,16.1,24.9,2004-11-09,5.2,0.4,2004-11-30
1567,156,광주,2004-12,4.9,9.8,19.0,2004-12-03,0.8,-4.0,2004-12-29
1568,156,광주,2005-01,0.0,4.0,11.1,2005-01-28,-3.4,-6.9,2005-01-09
1569,156,광주,2005-02,0.6,5.0,13.6,2005-02-17,-2.9,-8.0,2005-02-01
1570,156,광주,2005-03,5.3,11.3,20.7,2005-03-10,0.6,-5.1,2005-03-13
1571,156,광주,2005-04,14.2,21.0,28.7,2005-04-29,8.3,1.7,2005-04-16
1572,156,광주,2005-05,18.4,24.9,30.3,2005-05-27,12.8,7.5,2005-05-10
1573,156,광주,2005-06,23.7,28.9,32.7,2005-06-24,19.7,15.1,2005-06-04
1574,156,광주,2005-07,26.2,30.7,35.8,2005-07-22,23.0,20.0,2005-07-12
1575,156,광주,2005-08,26.1,30.4,35.2,2005-08-17,22.9,18.9,2005-08-28
1576,156,광주,2005-09,23.5,27.9,32.0,2005-09-01,19.9,14.8,2005-09-29
1577,156,광주,2005-10,15.7,21.4,27.5,2005-10-01,11.0,3.5,2005-10-23
1578,156,광주,2005-11,10.2,15.7,25.1,2005-11-04,5.2,-1.6,2005-11-20
1579,156,광주,2005-12,-0.6,3.7,15.3,2005-12-01,-4.3,-11.1,2005-12-18
1580,156,광주,2006-01,2.6,7.0,13.8,2006-01-29,-1.1,-7.0,2006-01-05
1581,156,광주,2006-02,2.5,7.5,15.6,2006-02-24,-1.9,-11.0,2006-02-04
1582,156,광주,2006-03,7.3,13.5,20.6,2006-03-22,2.0,-5.5,2006-03-13
1583,156,광주,2006-04,12.2,17.9,27.3,2006-04-30,7.4,3.2,2006-04-03
1584,156,광주,2006-05,18.4,23.9,30.1,2006-05-31,13.7,10.3,2006-05-13
1585,156,광주,2006-06,22.6,27.7,32.5,2006-06-28,18.4,14.5,2006-06-10
1586,156,광주,2006-07,24.5,27.7,32.7,2006-07-14,22.1,18.7,2006-07-06
1587,156,광주,2006-08,27.0,31.8,35.0,2006-08-16,23.7,20.8,2006-08-19
1588,156,광주,2006-09,20.5,25.4,30.3,2006-09-01,16.3,13.1,2006-09-10
1589,156,광주,2006-10,18.2,24.4,28.1,2006-10-15,13.2,8.0,2006-10-28
1590,156,광주,2006-11,11.0,16.0,23.2,2006-11-09,6.5,-0.1,2006-11-30
1591,156,광주,2006-12,3.6,8.1,17.0,2006-12-25,-0.2,-7.9,2006-12-29
1592,156,광주,2007-01,2.4,7.0,11.8,2007-01-04,-1.2,-4.9,2007-01-14
1593,156,광주,2007-02,5.9,11.7,17.2,2007-02-07,1.0,-4.7,2007-02-02
1594,156,광주,2007-03,8.4,14.1,21.8,2007-03-29,3.6,-3.6,2007-03-06
1595,156,광주,2007-04,12.5,18.7,25.8,2007-04-29,7.2,1.7,2007-04-05
1596,156,광주,2007-05,18.9,24.8,28.8,2007-05-31,13.9,10.0,2007-05-11
1597,156,광주,2007-06,22.9,27.6,33.1,2007-06-19,19.2,16.5,2007-06-10
1598,156,광주,2007-07,25.1,29.0,33.6,2007-07-28,22.1,19.6,2007-07-04
1599,156,광주,2007-08,26.9,30.9,34.3,2007-08-17,24.0,19.3,2007-08-31
1600,156,광주,2007-09,22.3,26.1,31.3,2007-09-20,19.4,14.7,2007-09-28
1601,156,광주,2007-10,16.3,21.8,27.1,2007-10-03,11.9,5.5,2007-10-21
1602,156,광주,2007-11,9.0,14.8,21.7,2007-11-08,4.3,-2.4,2007-11-19
1603,156,광주,2007-12,4.9,9.1,16.6,2007-12-26,1.3,-3.2,2007-12-31
1604,156,광주,2008-01,1.2,5.1,12.0,2008-01-09,-1.8,-8.9,2008-01-17
1605,156,광주,2008-02,1.1,6.3,14.3,2008-02-22,-3.1,-8.1,2008-02-13
1606,156,광주,2008-03,8.6,15.0,22.5,2008-03-21,3.6,-2.2,2008-03-08
1607,156,광주,2008-04,14.5,21.0,27.0,2008-04-30,9.1,4.2,2008-04-01
1608,156,광주,2008-05,18.7,24.9,31.4,2008-05-03,13.3,7.4,2008-05-06
1609,156,광주,2008-06,22.2,26.7,32.0,2008-06-13,18.7,14.1,2008-06-01
1610,156,광주,2008-07,27.3,31.5,35.1,2008-07-31,24.4,19.7,2008-07-01
1611,156,광주,2008-08,26.3,30.9,34.3,2008-08-08,22.7,19.2,2008-08-27
1612,156,광주,2008-09,23.7,28.7,33.7,2008-09-19,19.6,9.7,2008-09-27
1613,156,광주,2008-10,17.8,23.7,30.6,2008-10-18,13.0,8.1,2008-10-25
1614,156,광주,2008-11,9.8,15.2,23.6,2008-11-06,5.3,-3.0,2008-11-19
1615,156,광주,2008-12,4.1,9.0,17.7,2008-12-10,-0.3,-8.5,2008-12-06
1616,156,광주,2009-01,1.1,6.0,15.7,2009-01-31,-2.9,-10.0,2009-01-24
1617,156,광주,2009-02,5.8,11.0,18.9,2009-02-13,1.3,-4.8,2009-02-17
1618,156,광주,2009-03,8.3,14.5,24.9,2009-03-19,3.1,-1.9,2009-03-15
1619,156,광주,2009-04,13.9,21.0,28.8,2009-04-19,8.0,1.5,2009-04-02
1620,156,광주,2009-05,19.7,26.5,31.4,2009-05-28,13.9,9.1,2009-05-18
1621,156,광주,2009-06,23.4,28.9,33.5,2009-06-18,18.9,14.8,2009-06-01
1622,156,광주,2009-07,24.8,28.9,31.8,2009-07-30,21.8,18.2,2009-07-24
1623,156,광주,2009-08,26.1,30.6,34.5,2009-08-15,22.6,18.1,2009-08-29
1624,156,광주,2009-09,22.7,28.0,32.0,2009-09-06,18.6,15.8,2009-09-13
1625,156,광주,2009-10,17.3,23.6,28.3,2009-10-01,12.3,8.7,2009-10-21
1626,156,광주,2009-11,9.7,14.8,25.4,2009-11-09,5.8,-1.3,2009-11-22
1627,156,광주,2009-12,2.8,7.1,12.7,2009-12-04,-0.8,-7.1,2009-12-31
1628,156,광주,2010-01,0.5,5.1,15.6,2010-01-19,-3.3,-9.5,2010-01-01
1629,156,광주,2010-02,4.4,9.0,20.6,2010-02-24,0.6,-5.8,2010-02-04
1630,156,광주,2010-03,7.4,11.8,20.7,2010-03-20,3.0,-3.5,2010-03-10
1631,156,광주,2010-04,11.2,17.1,26.1,2010-04-20,6.2,1.0,2010-04-15
1632,156,광주,2010-05,18.6,24.6,32.2,2010-05-21,13.7,5.9,2010-05-01
1633,156,광주,2010-06,23.7,29.3,32.5,2010-06-17,19.5,14.6,2010-06-01
1634,156,광주,2010-07,26.3,30.5,33.2,2010-07-22,23.5,21.1,2010-07-11
1635,156,광주,2010-08,28.1,32.2,35.5,2010-08-21,25.1,22.9,2010-08-08
1636,156,광주,2010-09,23.6,28.4,33.8,2010-09-05,20.0,11.0,2010-09-30
1637,156,광주,2010-10,15.7,21.3,25.8,2010-10-10,11.1,1.5,2010-10-27
1638,156,광주,2010-11,8.4,14.1,19.5,2010-11-06,3.2,-1.2,2010-11-27
1639,156,광주,2010-12,2.5,7.4,18.3,2010-12-01,-1.7,-9.3,2010-12-25
1640,156,광주,2011-01,-3.4,0.7,4.2,2011-01-14,-7.1,-11.7,2011-01-16
1641,156,광주,2011-02,3.1,9.1,17.5,2011-02-24,-1.5,-7.5,2011-02-13
1642,156,광주,2011-03,5.3,11.4,21.0,2011-03-31,0.5,-4.1,2011-03-03
1643,156,광주,2011-04,12.2,18.8,25.6,2011-04-30,6.5,1.8,2011-04-12
1644,156,광주,2011-05,19.0,24.8,30.6,2011-05-29,14.1,8.4,2011-05-04
1645,156,광주,2011-06,23.3,28.7,33.1,2011-06-21,19.3,15.3,2011-06-03
1646,156,광주,2011-07,26.5,30.6,35.3,2011-07-19,23.5,19.2,2011-07-05
1647,156,광주,2011-08,25.9,30.0,35.2,2011-08-05,23.1,17.9,2011-08-21
1648,156,광주,2011-09,22.7,28.2,33.3,2011-09-15,18.4,12.8,2011-09-23
1649,156,광주,2011-10,15.4,21.7,27.7,2011-10-10,10.4,2.9,2011-10-26
1650,156,광주,2011-11,12.6,17.7,27.1,2011-11-03,8.6,-1.2,2011-11-25
1651,156,광주,2011-12,2.2,6.7,12.3,2011-12-02,-1.3,-6.3,2011-12-27
1652,156,광주,2012-01,0.4,4.9,11.1,2012-01-16,-3.2,-9.7,2012-01-26
1653,156,광주,2012-02,0.4,5.3,14.9,2012-02-29,-3.6,-9.7,2012-02-02
1654,156,광주,2012-03,6.5,11.7,20.5,2012-03-29,2.2,-3.5,2012-03-13
1655,156,광주,2012-04,13.6,20.0,28.5,2012-04-24,7.9,0.8,2012-04-01
1656,156,광주,2012-05,20.0,26.5,31.6,2012-05-29,14.9,10.4,2012-05-18
1657,156,광주,2012-06,23.4,29.1,31.8,2012-06-21,19.3,15.6,2012-06-03
1658,156,광주,2012-07,26.4,30.8,35.2,2012-07-28,23.2,20.5,2012-07-07
1659,156,광주,2012-08,27.6,31.8,37.7,2012-08-05,24.3,18.8,2012-08-31
1660,156,광주,2012-09,21.3,26.2,31.4,2012-09-03,17.6,14.3,2012-09-30
1661,156,광주,2012-10,15.9,22.2,26.7,2012-10-03,10.8,4.6,2012-10-31
1662,156,광주,2012-11,8.1,13.0,18.8,2012-11-09,4.2,-0.6,2012-11-25
1663,156,광주,2012-12,0.4,4.8,12.0,2012-12-16,-3.3,-10.2,2012-12-26
1664,156,광주,2013-01,0.0,4.7,15.4,2013-01-31,-3.9,-10.3,2013-01-04
1665,156,광주,2013-02,2.0,7.0,19.8,2013-02-28,-2.4,-9.7,2013-02-08
1666,156,광주,2013-03,7.6,15.3,26.8,2013-03-09,1.4,-3.4,2013-03-03
1667,156,광주,2013-04,11.4,17.9,25.0,2013-04-16,5.6,0.0,2013-04-08
1668,156,광주,2013-05,19.1,25.7,32.1,2013-05-25,13.7,6.6,2013-05-01
1669,156,광주,2013-06,23.9,29.1,32.8,2013-06-30,20.1,15.3,2013-06-02
1670,156,광주,2013-07,27.1,31.0,33.5,2013-07-20,24.5,22.3,2013-07-07
1671,156,광주,2013-08,28.4,33.4,36.2,2013-08-18,24.7,19.7,2013-08-31
1672,156,광주,2013-09,22.6,27.8,32.1,2013-09-18,18.4,11.7,2013-09-27
1673,156,광주,2013-10,16.8,22.7,29.8,2013-10-01,12.0,5.1,2013-10-27
1674,156,광주,2013-11,8.6,13.3,23.8,2013-11-01,4.4,-2.0,2013-11-28
1675,156,광주,2013-12,2.9,7.4,14.0,2013-12-08,-0.6,-5.0,2013-12-29
1676,156,광주,2014-01,2.1,7.6,14.2,2014-01-29,-2.7,-7.3,2014-01-10
1677,156,광주,2014-02,4.2,9.7,20.5,2014-02-01,-0.1,-6.6,2014-02-04
1678,156,광주,2014-03,8.6,14.5,26.2,2014-03-28,3.8,-2.8,2014-03-08
1679,156,광주,2014-04,14.5,21.1,28.0,2014-04-25,9.4,4.1,2014-04-06
1680,156,광주,2014-05,19.2,25.8,33.5,2014-05-31,13.3,7.0,2014-05-06
1681,156,광주,2014-06,22.9,28.2,32.1,2014-06-27,19.1,16.5,2014-06-12
1682,156,광주,2014-07,25.2,29.8,36.5,2014-07-31,21.8,17.7,2014-07-06
1683,156,광주,2014-08,24.4,28.3,32.3,2014-08-05,21.7,18.4,2014-08-30
1684,156,광주,2014-09,22.3,27.6,31.2,2014-09-08,18.1,15.0,2014-09-20
1685,156,광주,2014-10,16.4,22.6,29.1,2014-10-10,11.3,5.3,2014-10-28
1686,156,광주,2014-11,10.3,15.3,19.2,2014-11-06,6.2,0.3,2014-11-19
1687,156,광주,2014-12,1.2,5.6,11.6,2014-12-30,-2.4,-6.7,2014-12-17
1688,156,광주,2015-01,1.7,6.2,12.2,2015-01-05,-2.1,-8.3,2015-01-03
1689,156,광주,2015-02,3.0,7.8,13.3,2015-02-20,-0.9,-8.7,2015-02-09
1690,156,광주,2015-03,8.0,14.7,23.3,2015-03-30,2.3,-4.1,2015-03-10
1691,156,광주,2015-04,13.9,20.5,28.2,2015-04-26,8.9,4.3,2015-04-17
1692,156,광주,2015-05,19.4,26.1,33.1,2015-05-26,13.6,6.5,2015-05-05
1693,156,광주,2015-06,22.5,27.7,31.9,2015-06-12,18.7,13.9,2015-06-06
1694,156,광주,2015-07,25.4,29.7,34.2,2015-07-30,22.2,17.6,2015-07-02
1695,156,광주,2015-08,26.0,30.5,36.2,2015-08-07,22.7,19.1,2015-08-26
1696,156,광주,2015-09,22.0,27.3,30.6,2015-09-29,17.4,14.9,2015-09-14
1697,156,광주,2015-10,16.9,22.7,26.9,2015-10-06,12.1,4.8,2015-10-31
1698,156,광주,2015-11,11.6,15.4,21.6,2015-11-05,8.5,-0.2,2015-11-26
1699,156,광주,2015-12,5.3,9.4,15.8,2015-12-09,1.8,-3.5,2015-12-18
1700,156,광주,2016-01,0.9,4.9,13.7,2016-01-03,-2.1,-11.7,2016-01-24
1701,156,광주,2016-02,3.3,8.2,19.8,2016-02-13,-1.0,-5.9,2016-02-03
1702,156,광주,2016-03,8.4,14.7,22.9,2016-03-30,3.4,-4.3,2016-03-01
1703,156,광주,2016-04,15.5,21.9,27.4,2016-04-25,10.5,7.1,2016-04-05
1704,156,광주,2016-05,19.8,26.0,31.1,2016-05-18,14.3,10.0,2016-05-16
1705,156,광주,2016-06,23.0,27.6,31.5,2016-06-19,19.5,14.7,2016-06-05
1706,156,광주,2016-07,26.9,31.1,36.0,2016-07-31,23.7,20.1,2016-07-18
1707,156,광주,2016-08,27.8,33.1,37.2,2016-08-12,23.8,16.6,2016-08-29
1708,156,광주,2016-09,23.0,27.6,33.0,2016-09-04,19.6,15.6,2016-09-21
1709,156,광주,2016-10,17.2,21.5,31.1,2016-10-04,13.6,5.9,2016-10-30
1710,156,광주,2016-11,9.6,14.6,21.9,2016-11-06,5.3,-0.5,2016-11-24
1711,156,광주,2016-12,4.7,9.4,17.3,2016-12-22,0.7,-4.6,2016-12-28
1712,156,광주,2017-01,2.0,6.7,14.8,2017-01-08,-1.9,-7.9,2017-01-15
1713,156,광주,2017-02,2.9,8.4,15.7,2017-02-16,-1.7,-5.3,2017-02-02
1714,156,광주,2017-03,7.4,13.8,20.6,2017-03-19,2.4,-2.4,2017-03-07
1715,156,광주,2017-04,15.1,21.9,30.4,2017-04-16,9.5,3.5,2017-04-02
1716,156,광주,2017-05,19.8,26.4,33.0,2017-05-29,14.1,10.7,2017-05-27
1717,156,광주,2017-06,23.1,29.4,34.1,2017-06-19,18.5,13.7,2017-06-04
1718,156,광주,2017-07,27.8,32.0,35.4,2017-07-27,24.8,22.5,2017-07-15
1719,156,광주,2017-08,27.0,31.6,37.3,2017-08-06,23.4,17.7,2017-08-31
1720,156,광주,2017-09,22.4,27.6,31.1,2017-09-25,18.0,11.5,2017-09-30
1721,156,광주,2017-10,17.0,22.1,29.5,2017-10-09,12.8,3.4,2017-10-31
1722,156,광주,2017-11,8.8,14.6,21.3,2017-11-07,4.0,-0.8,2017-11-19
1723,156,광주,2017-12,1.9,6.6,13.6,2017-12-03,-1.9,-7.2,2017-12-14
1724,156,광주,2018-01,-0.2,4.5,11.4,2018-01-15,-3.8,-11.5,2018-01-27
1725,156,광주,2018-02,1.8,7.1,15.9,2018-02-27,-2.8,-10.0,2018-02-07
1726,156,광주,2018-03,10.0,16.5,24.8,2018-03-31,4.7,-3.1,2018-03-02
1727,156,광주,2018-04,15.1,21.5,30.2,2018-04-20,9.7,1.1,2018-04-07
1728,156,광주,2018-05,19.5,25.0,31.1,2018-05-15,14.8,7.8,2018-05-04
1729,156,광주,2018-06,23.6,29.5,34.5,2018-06-25,19.2,15.7,2018-06-01
1730,156,광주,2018-07,28.3,33.5,38.5,2018-07-27,24.5,20.4,2018-07-01
1731,156,광주,2018-08,28.4,33.7,38.5,2018-08-15,24.9,20.6,2018-08-18
1732,156,광주,2018-09,21.6,26.3,29.7,2018-09-03,18.0,11.6,2018-09-25
1733,156,광주,2018-10,14.5,19.9,25.4,2018-10-04,10.1,5.6,2018-10-31
1734,156,광주,2018-11,9.9,15.5,21.0,2018-11-05,5.3,0.4,2018-11-23
1735,156,광주,2018-12,3.2,7.8,19.8,2018-12-02,-0.6,-7.0,2018-12-31
1736,156,광주,2019-01,1.8,7.0,10.5,2019-01-30,-2.1,-5.9,2019-01-16
1737,156,광주,2019-02,3.6,9.0,15.6,2019-02-23,-0.7,-4.9,2019-02-10
1738,156,광주,2019-03,8.4,14.7,20.7,2019-03-28,3.4,-0.6,2019-03-24
1739,156,광주,2019-04,13.0,18.8,27.9,2019-04-22,8.4,0.9,2019-04-04
1740,156,광주,2019-05,19.2,26.2,30.7,2019-05-16,13.1,6.8,2019-05-07
1741,156,광주,2019-06,22.0,27.4,31.7,2019-06-04,17.9,13.5,2019-06-01
1742,156,광주,2019-07,25.3,29.4,32.9,2019-07-31,22.4,19.1,2019-07-03
1743,156,광주,2019-08,27.0,31.3,34.8,2019-08-04,23.8,20.1,2019-08-31
1744,156,광주,2019-09,22.9,27.2,30.6,2019-09-11,19.6,13.7,2019-09-24
1745,156,광주,2019-10,17.1,22.2,28.4,2019-10-04,13.0,6.7,2019-10-28
1746,156,광주,2019-11,10.8,16.9,22.9,2019-11-01,6.0,0.1,2019-11-21
1747,156,광주,2019-12,4.8,9.5,16.3,2019-12-16,1.0,-5.0,2019-12-31
1748,156,광주,2020-01,4.6,9.0,17.7,2020-01-07,1.2,-4.9,2020-01-01
1749,156,광주,2020-02,5.3,10.6,19.8,2020-02-14,0.8,-7.0,2020-02-06
1750,156,광주,2020-03,9.0,15.2,23.3,2020-03-21,3.8,-2.2,2020-03-06
1751,156,광주,2020-04,11.5,18.0,25.6,2020-04-30,6.2,1.6,2020-04-06
1752,156,광주,2020-05,18.8,24.4,30.1,2020-05-06,14.2,10.4,2020-05-20
1753,156,광주,2020-06,23.6,28.8,33.7,2020-06-08,19.6,14.2,2020-06-02
1754,156,광주,2020-07,23.4,26.8,31.6,2020-07-07,20.8,17.8,2020-07-01
1755,156,광주,2020-08,27.6,31.6,34.4,2020-08-19,24.8,23.0,2020-08-08
1756,156,광주,2020-09,21.3,25.7,31.1,2020-09-01,17.9,13.0,2020-09-21
1757,156,광주,2020-10,15.7,21.2,26.2,2020-10-03,11.2,6.5,2020-10-30
1758,156,광주,2020-11,10.5,15.6,23.6,2020-11-18,6.4,0.7,2020-11-30
1759,156,광주,2020-12,2.7,7.8,13.8,2020-12-28,-1.1,-8.9,2020-12-31
1760,156,광주,2021-01,1.4,6.4,15.5,2021-01-25,-2.6,-13.5,2021-01-08
1761,156,광주,2021-02,5.1,10.7,22.6,2021-02-21,0.4,-5.8,2021-02-17
1762,156,광주,2021-03,10.6,17.0,25.0,2021-03-26,5.6,-0.1,2021-03-03
1763,156,광주,2021-04,14.9,20.9,27.2,2021-04-24,9.7,3.6,2021-04-15
1764,156,광주,2021-05,18.4,24.0,30.4,2021-05-23,13.4,7.1,2021-05-06
1765,156,광주,2021-06,23.3,28.3,32.8,2021-06-21,19.2,14.9,2021-06-05
1766,156,광주,2021-07,27.0,31.4,35.1,2021-07-21,23.6,20.1,2021-07-05
1767,156,광주,2021-08,25.8,30.3,34.5,2021-08-06,22.5,19.9,2021-08-20
1768,156,광주,2021-09,22.9,27.2,32.4,2021-09-30,19.5,15.8,2021-09-24
1769,156,광주,2021-10,17.2,22.7,30.7,2021-10-10,12.8,3.6,2021-10-18
1770,156,광주,2021-11,10.2,15.8,23.8,2021-11-07,5.8,1.1,2021-11-28
1771,156,광주,2021-12,4.1,9.4,15.4,2021-12-10,0.0,-8.3,2021-12-26
1772,156,광주,2022-01,1.6,6.7,12.2,2022-01-22,-2.3,-6.4,2022-01-20
1773,156,광주,2022-02,1.8,7.2,16.5,2022-02-28,-2.4,-7.8,2022-02-17
